transaction_id,timestamp,user_id,amount,payment_method,bank,card_network,location,device_type,device_age_days,account_age_days,previous_txn_count,txn_velocity_1h,avg_amount_7d,amount_deviation,latency_ms,retry_count,ip_risk_score,device_risk_score,location_risk_score,bank_risk_score,amount_risk_score,scenario,actual_risk,outcome
T549356,2026-08-08 00:26:08,U100592,379.89,Card,Kotak Mahindra Bank,Amex,Hyderabad,mobile,1277,720,109,0,455.57,-0.1661,118.9,0,0.4153,0.2833,0.1024,0.1977,0.3156,NORMAL,0.2017,LEGIT
T511520,2026-08-08 00:26:41,U101100,297.58,UPI,Yes Bank,NOT_CARD,Jaipur,mobile,400,1439,208,0,156.71,0.899,150.5,0,0.3205,0.2983,0.1148,0.2114,0.4952,NORMAL,0.1425,LEGIT
T502767,2026-08-08 00:26:59,U100331,582.97,Card,Yes Bank,Mastercard,Delhi,mobile,373,1113,182,0,603.41,-0.0339,111.7,0,0.3666,0.0842,0.0195,0.2933,0.1865,NORMAL,0.0428,LEGIT
T524138,2026-08-08 00:30:30,U100753,681.09,Card,Kotak Mahindra Bank,Visa,Delhi,mobile,535,2808,434,0,393.22,0.7321,302.7,0,0.4394,0.4,0.3057,0.1903,0.4662,NORMAL,0.2324,LEGIT
T526554,2026-08-08 00:31:02,U100881,285.92,UPI,Punjab National Bank,NOT_CARD,Chennai,mobile,296,2553,442,1,415.71,-0.3122,317.77995035512134,0,0.1914,0.0767,0.2523,0.6594923195130514,0.3417,BANK_DRIFT,0.0917,LEGIT
T548278,2026-08-08 00:31:32,U100222,239.36,UPI,Axis Bank,NOT_CARD,Hyderabad,desktop,136,2112,359,0,277.42,-0.1372,86.2,0,0.2205,0.1964,0.3712,0.0096,0.1645,NORMAL,0.062,LEGIT
T524662,2026-08-08 00:32:54,U100303,113.9,UPI,ICICI Bank,NOT_CARD,Mumbai,mobile,547,2688,457,0,131.57,-0.1343,2246.6087896336253,0,0.4103,0.019,0.1947,0.4429,0.0837,LATENCY_ANOMALY,0.0613,LEGIT
T543756,2026-08-08 00:32:57,U100551,816.32,Card,IndusInd Bank,RuPay,Kolkata,mobile,1192,1181,218,0,1117.71,-0.2696,122.5,0,0.1157,0.0868,0.0751,0.2572,0.1292,NORMAL,0.1015,LEGIT
T529701,2026-08-08 00:35:27,U101313,653.86,Card,Bank of Baroda,Visa,Lucknow,desktop,1359,2560,420,0,913.0,-0.2838,219.2,0,0.4159,0.0587,0.279,0.0332,0.238,NORMAL,0.0751,LEGIT
T507092,2026-08-08 00:35:36,U100980,373.97,UPI,ICICI Bank,NOT_CARD,Jaipur,tablet,50,1769,277,0,396.91,-0.0578,109.0,1,0.2033,0.4994,0.0136,0.2446,0.0388,NORMAL,0.1376,LEGIT
T524506,2026-08-08 00:35:40,U100324,894.51,UPI,HDFC Bank,NOT_CARD,Hyderabad,mobile,1215,2925,476,2,638.42,0.4011,193.0,0,0.0886,0.1431,0.1901,0.043,0.3187,NORMAL,0.0273,LEGIT
T545561,2026-08-08 00:37:30,U100663,1439.36,Card,IndusInd Bank,RuPay,Hyderabad,mobile,1067,608,98,0,1857.03,-0.2249,116.3,0,0.0354,0.2382,0.2124,0.5756,0.4165,NORMAL,0.1845,LEGIT
T502204,2026-08-08 00:37:49,U100052,1332.91,UPI,Yes Bank,NOT_CARD,Ahmedabad,desktop,1188,1092,185,1,1173.97,0.1354,117.9,0,0.2259,0.2336,0.2299,0.4151,0.1733,NORMAL,0.0845,LEGIT
T533360,2026-08-08 00:38:10,U101449,2941.77,Card,Axis Bank,Visa,Hyderabad,desktop,131,309,42,0,752.34,2.9102,280.4,0,0.0206,0.3152,0.3251,0.2952,1.0,NORMAL,0.3653,FRAUD
T535271,2026-08-08 00:38:18,U100189,770.08,UPI,IDFC First Bank,NOT_CARD,Jaipur,tablet,791,905,134,0,410.7,0.8751,189.2,0,0.1969,0.5876,0.1073,0.2038,0.4427,NORMAL,0.2176,LEGIT
T543583,2026-08-08 00:39:51,U100787,2780.54,Card,State Bank of India,Visa,Delhi,tablet,562,2058,342,0,1727.26,0.6098,98.8,0,0.5705,0.1707,0.1594,0.0586,0.2741,NORMAL,0.1056,LEGIT
T526842,2026-08-08 00:41:11,U100840,2184.22,UPI,IDFC First Bank,NOT_CARD,Pune,mobile,356,867,138,1,1921.01,0.137,146.7,0,0.2246,0.1039,0.1774,0.5163,0.2412,NORMAL,0.0978,LEGIT
T545155,2026-08-08 00:42:39,U100782,5521.4,UPI,Punjab National Bank,NOT_CARD,Jaipur,desktop,382,369,81,0,3903.05,0.4146,134.8,0,0.2218,0.1531,0.0812,0.0587,0.1748,NORMAL,0.0592,LEGIT
T538772,2026-08-08 00:43:25,U100592,634.38,Card,Kotak Mahindra Bank,Mastercard,Hyderabad,mobile,1277,720,109,16,455.57,0.3925,210.9,6,0.1774,0.5129,0.2484,0.2304,0.3012,HIGH_VELOCITY,0.4691,FRAUD
T517806,2026-08-08 00:45:53,U100648,600.11,UPI,IndusInd Bank,NOT_CARD,Lucknow,mobile,648,2334,498,0,704.95,-0.1487,100.1,1,0.8745922703720441,0.021327350529779122,0.9767000705184539,0.0685,0.3665,SIGNAL_CONFLICT,0.1573,LEGIT
T530029,2026-08-08 00:46:04,U100484,970.13,Wallet,HDFC Bank,NOT_CARD,Pune,mobile,728,1389,221,0,804.14,0.2064,106.1,0,0.1216,0.0279,0.02,0.039,0.108,NORMAL,0.0904,LEGIT
T526006,2026-08-08 00:46:20,U100756,170.29,UPI,Bank of Baroda,NOT_CARD,Kolkata,mobile,57,2212,400,0,328.38,-0.4814,79.0,0,0.1492,0.3124,0.0431,0.2568,0.4181,NORMAL,0.0862,LEGIT
T545527,2026-08-08 00:47:09,U100516,334.98,Netbanking,ICICI Bank,NOT_CARD,Bengaluru,mobile,189,2645,441,0,284.3,0.1783,131.9,0,0.2005,0.3759,0.2729,0.0869,0.1761,NORMAL,0.1581,LEGIT
T545237,2026-08-08 00:47:47,U100238,153.08,UPI,State Bank of India,NOT_CARD,Bengaluru,mobile,511,926,154,0,126.7,0.2082,159.5,0,0.2928,0.1044,0.0534,0.1335,0.1721,NORMAL,0.0227,LEGIT
T530231,2026-08-08 00:47:58,U101247,143.49,Card,Axis Bank,Amex,Kolkata,mobile,1248,1395,231,0,120.74,0.1885,252.8,0,0.3689,0.0766,0.1322,0.1657,0.1924,NORMAL,0.0319,LEGIT
T523927,2026-08-08 00:48:28,U101364,980.95,Card,IndusInd Bank,Mastercard,Kolkata,mobile,191,1664,292,1,878.4,0.1167,306.3,0,0.3452,0.2391,0.4189,0.3328,0.1738,NORMAL,0.0903,LEGIT
T538846,2026-08-08 00:48:59,U100488,1616.4,UPI,ICICI Bank,NOT_CARD,Mumbai,mobile,497,2295,416,0,873.08,0.8514,154.4,0,0.1494,0.0969,0.2343,0.0768,0.5348,NORMAL,0.2202,LEGIT
T543666,2026-08-08 00:50:07,U100246,487.29,Card,Punjab National Bank,RuPay,Ahmedabad,mobile,1051,2272,374,0,447.44,0.0891,164.9,0,0.062,0.0626,0.2262,0.2056,0.1442,NORMAL,0.0771,LEGIT
T506719,2026-08-08 00:50:43,U101036,328.32,Netbanking,IDFC First Bank,NOT_CARD,Kolkata,mobile,814,2708,476,0,371.4,-0.116,125.2,0,0.0625,0.2215,0.3037,0.3219,0.1751,NORMAL,0.0842,LEGIT
T508831,2026-08-08 00:52:50,U100980,576.5,Card,ICICI Bank,RuPay,Jaipur,tablet,50,1769,277,1,396.91,0.4525,151.7,0,0.329,0.4629,0.0508,0.1123,0.3369,NORMAL,0.1256,LEGIT
T507442,2026-08-08 00:53:30,U101279,1109.92,UPI,Axis Bank,NOT_CARD,Chennai,mobile,963,2596,465,0,1135.95,-0.0229,128.6,0,0.1884,0.2799,0.0648,0.1636,0.1246,NORMAL,0.0325,LEGIT
T536752,2026-08-08 00:55:20,U101333,181.82,Card,HDFC Bank,Visa,Mumbai,mobile,691,2422,446,1,143.5,0.2671,179.2,0,0.169,0.4545,0.115,0.3343,0.3282,NORMAL,0.0583,LEGIT
T522916,2026-08-08 00:55:44,U100333,79.46,Netbanking,ICICI Bank,NOT_CARD,Kolkata,mobile,1426,2489,451,0,101.85,-0.2198,193.5,0,0.2469,0.2412,0.3082,0.2058,0.1432,NORMAL,0.0554,LEGIT
T548390,2026-08-08 00:55:52,U100860,347.67,Netbanking,IDFC First Bank,NOT_CARD,Pune,mobile,793,2904,501,0,437.13,-0.2046,168.7,0,0.3136,0.0681,0.114,0.2028,0.1307,NORMAL,0.0057,LEGIT
T545958,2026-08-08 00:56:06,U100256,70.98,UPI,HDFC Bank,NOT_CARD,Hyderabad,mobile,69,2033,355,0,106.86,-0.3358,93.1,0,0.2842,0.1529,0.0928,0.1212,0.3734,NORMAL,0.0309,LEGIT
T512647,2026-08-08 00:57:12,U100927,590.36,Netbanking,Bank of Baroda,NOT_CARD,Lucknow,mobile,1290,904,168,0,600.33,-0.0166,69.2,0,0.1307,0.1624,0.044,0.2236,0.1284,NORMAL,0.0599,LEGIT
T531594,2026-08-08 00:57:31,U101108,404.61,Netbanking,IndusInd Bank,NOT_CARD,Chennai,mobile,1084,2822,457,0,362.68,0.1156,192.0,0,0.3624,0.3568,0.0406,0.2519,0.1929,NORMAL,0.1567,LEGIT
T533421,2026-08-08 00:59:04,U101425,207.92,UPI,State Bank of India,NOT_CARD,Chennai,desktop,30,2444,396,1,175.99,0.1814,132.2,0,0.123,0.1336,0.2122,0.0764,0.2782,NORMAL,0.1516,LEGIT
T529477,2026-08-08 01:00:07,U100861,234.52,UPI,IDFC First Bank,NOT_CARD,Mumbai,mobile,939,2783,461,1,245.2,-0.0436,138.0,0,0.0409,0.0834,0.0038,0.0349,0.2652,NORMAL,0.0497,LEGIT
T537226,2026-08-08 01:00:16,U100401,372.84,UPI,ICICI Bank,NOT_CARD,Lucknow,mobile,81,2332,388,0,359.68,0.0366,582.1056796902081,0,0.2541,0.0429,0.3146,0.099,0.1428,LATENCY_ANOMALY,0.0781,LEGIT
T539514,2026-08-08 01:00:34,U100785,589.86,UPI,ICICI Bank,NOT_CARD,Kolkata,mobile,1039,1765,301,1,438.66,0.3447,156.3,0,0.3011,0.0561,0.2344,0.4423,0.2537,NORMAL,0.1587,LEGIT
T533211,2026-08-08 01:03:31,U101374,332.21,Card,Punjab National Bank,Mastercard,Lucknow,desktop,25,2662,445,0,473.93,-0.299,278.3798751410406,0,0.028,0.3865,0.0949,0.6950340629924037,0.2662,BANK_DRIFT,0.1079,LEGIT
T511795,2026-08-08 01:04:37,U101073,1359.41,Card,State Bank of India,Mastercard,Hyderabad,mobile,82,1575,257,1,1095.05,0.2414,73.1,0,0.0265,0.3076,0.0472,0.0454,0.2889,NORMAL,0.131,LEGIT
T530165,2026-08-08 01:04:56,U100732,312.28,UPI,State Bank of India,NOT_CARD,Pune,mobile,283,2764,459,1,510.24,-0.388,82.6,0,0.2003,0.2723,0.1299,0.1163,0.2029,NORMAL,0.1071,LEGIT
T512585,2026-08-08 01:06:27,U100850,1733.23,Card,Kotak Mahindra Bank,Mastercard,Kolkata,mobile,1153,2940,490,0,1441.07,0.2027,205.9,0,0.1013,0.0226,0.0838,0.1465,0.3322,NORMAL,0.1126,LEGIT
T518509,2026-08-08 01:06:57,U100519,1706.61,Netbanking,State Bank of India,NOT_CARD,Delhi,mobile,1079,1783,320,0,2328.23,-0.267,79.5,0,,0.2463,0.2811,0.2516,,MISSING_SIGNAL,0.1602,LEGIT
T540325,2026-08-08 01:07:56,U100309,565.58,UPI,ICICI Bank,NOT_CARD,Delhi,mobile,264,326,70,0,408.39,0.3849,108.6,0,0.3434,0.3601,0.1963,0.2958,0.2416,NORMAL,0.1576,LEGIT
T532774,2026-08-08 01:08:08,U100522,396.74,UPI,IDFC First Bank,NOT_CARD,Lucknow,desktop,526,577,121,0,314.7,0.2607,136.0,0,0.078,0.2415,0.0663,0.6636,0.1496,NORMAL,0.1195,LEGIT
T506753,2026-08-08 01:08:12,U100049,335.78,Card,Punjab National Bank,Visa,Ahmedabad,mobile,927,2335,414,0,441.45,-0.2394,362.7,0,0.0944,0.0445,0.1104,0.1306,0.1302,NORMAL,0.0728,LEGIT
T522810,2026-08-08 01:08:44,U101119,169.72,UPI,Kotak Mahindra Bank,NOT_CARD,Kolkata,mobile,254,1480,233,0,153.66,0.1045,128.6,0,0.2345,0.2446,0.0873,0.1967,0.1784,NORMAL,0.0179,LEGIT
T530816,2026-08-08 01:09:13,U100722,583.98,Netbanking,Axis Bank,NOT_CARD,Pune,mobile,736,2535,401,0,679.94,-0.1411,147.4,0,0.1549,0.2974,0.419,0.2821,0.1107,NORMAL,0.0765,LEGIT
T536508,2026-08-08 01:09:55,U100549,1619.04,Card,State Bank of India,Mastercard,Delhi,mobile,1258,2042,349,0,1329.96,0.2174,164.3,0,0.1567,0.0115,0.4121,0.1198,0.3556,NORMAL,0.2009,LEGIT
T547106,2026-08-08 01:10:50,U100285,710.06,UPI,State Bank of India,NOT_CARD,Ahmedabad,mobile,1335,2813,473,0,1521.54,-0.5333,148.1,0,0.152,0.0714,0.1763,0.1557,0.3437,NORMAL,0.1602,LEGIT
T517222,2026-08-08 01:12:41,U100432,1803.07,UPI,Kotak Mahindra Bank,NOT_CARD,Bengaluru,mobile,1389,2478,417,1,2117.37,-0.1484,128.4,0,0.2778,0.3161,0.2231,0.1535,0.2873,NORMAL,0.1278,LEGIT
T506052,2026-08-08 01:14:44,U100452,743.72,Card,State Bank of India,Mastercard,Delhi,mobile,684,1681,247,0,437.93,0.6983,66.2,0,0.9245310864946338,0.05655736944598492,0.8430584168627375,0.3291,0.4849,SIGNAL_CONFLICT,0.1815,FRAUD
T513654,2026-08-08 01:15:02,U100322,365.87,Netbanking,ICICI Bank,NOT_CARD,Bengaluru,mobile,786,1844,317,1,498.46,-0.266,111.2,0,0.1982,0.3234,0.0178,0.0556,0.1726,NORMAL,0.1012,LEGIT
T546738,2026-08-08 01:15:43,U100520,349.42,UPI,IndusInd Bank,NOT_CARD,Ahmedabad,mobile,783,1074,198,0,308.7,0.1319,209.5,0,0.0955,0.1265,0.1056,0.1332,0.3061,NORMAL,0.034,LEGIT
T544785,2026-08-08 01:16:20,U101108,278.19,Card,IndusInd Bank,Mastercard,Chennai,mobile,1084,1934,457,1,362.68,-0.233,61.7,0,0.9742098642278237,0.05647905317936469,0.9895761065450893,0.2193,0.3412,SIGNAL_CONFLICT,0.226,LEGIT
T532964,2026-08-08 01:17:15,U100654,606.39,Netbanking,ICICI Bank,NOT_CARD,Ahmedabad,mobile,39,1659,276,0,738.99,-0.1794,134.3,0,0.3287,0.1337,0.2196,0.0949,0.2356,NORMAL,0.0558,LEGIT
T528719,2026-08-08 01:17:56,U100851,804.54,UPI,IndusInd Bank,NOT_CARD,Hyderabad,mobile,295,2404,397,0,801.89,0.0033,207.4,0,0.3421,0.1629,0.0954,0.1657,0.2126,NORMAL,0.1245,LEGIT
T525726,2026-08-08 01:18:50,U100376,2970.88,UPI,State Bank of India,NOT_CARD,Delhi,mobile,230,2210,392,0,2026.56,0.466,97.7,0,0.122,0.0287,0.1205,0.2538,0.2191,NORMAL,0.1483,LEGIT
T502443,2026-08-08 01:19:11,U101082,719.98,Netbanking,IndusInd Bank,NOT_CARD,Kolkata,mobile,844,2874,474,0,1549.18,-0.5352,118.7,0,0.1853,0.0931,0.4363,0.149,0.2182,NORMAL,0.092,LEGIT
T509466,2026-08-08 01:19:18,U101199,1175.26,Card,Bank of Baroda,RuPay,Hyderabad,tablet,1439,1861,288,0,2009.33,-0.4151,1098.0731288373167,1,0.1235,0.1613,0.0115,0.088,0.2327,LATENCY_ANOMALY,0.0,LEGIT
T547947,2026-08-08 01:19:36,U101300,304.5,Netbanking,Punjab National Bank,NOT_CARD,Hyderabad,mobile,937,2279,380,0,345.63,-0.119,262.5,1,0.2317,0.3407,0.1078,0.2094,0.1515,NORMAL,0.0887,LEGIT
T510199,2026-08-08 01:20:05,U100552,659.12,UPI,Punjab National Bank,NOT_CARD,Kolkata,mobile,1321,2484,408,1,533.84,0.2347,314.5891488363747,0,0.1823,0.1458,0.423,0.6645018613097401,0.4166,BANK_DRIFT,0.1513,LEGIT
T530055,2026-08-08 01:20:34,U100341,659.66,UPI,ICICI Bank,NOT_CARD,Delhi,mobile,295,873,167,1,693.29,-0.0485,124.9,0,0.2595,0.0697,0.3211,0.0729,0.15,NORMAL,0.0805,LEGIT
T505009,2026-08-08 01:21:54,U100635,2704.65,Wallet,Bank of Baroda,NOT_CARD,Pune,mobile,436,2057,349,0,2745.83,-0.015,78.1,0,0.3108,0.1147,0.1273,0.1219,0.3451,NORMAL,0.0903,LEGIT
T514198,2026-08-08 01:21:57,U101362,964.17,Card,IndusInd Bank,Amex,Ahmedabad,desktop,703,1053,158,0,713.8,0.3508,144.8,0,0.3531,0.2757,0.131,0.1524,0.6703,NORMAL,0.1284,LEGIT
T513429,2026-08-08 01:23:03,U101126,486.7,Card,HDFC Bank,Mastercard,Kolkata,desktop,745,2562,427,1,837.96,-0.4192,209.7,0,0.0666,0.197,0.0803,0.0753,0.3191,NORMAL,0.1738,LEGIT
T528639,2026-08-08 01:23:47,U101412,613.09,Wallet,Bank of Baroda,NOT_CARD,Jaipur,mobile,1006,752,119,0,369.62,0.6587,133.1,1,0.0653,0.2266,0.2536,0.0087,0.5588,NORMAL,0.0821,LEGIT
T542459,2026-08-08 01:24:42,U101291,123.34,UPI,Punjab National Bank,NOT_CARD,Mumbai,mobile,628,2574,455,1,189.72,-0.3499,103.2,0,0.1473,0.2173,0.0853,0.1197,0.3224,NORMAL,0.1012,LEGIT
T519045,2026-08-08 01:25:15,U101495,362.24,UPI,Punjab National Bank,NOT_CARD,Bengaluru,mobile,1024,1294,215,1,306.55,0.1817,567.2826717720254,0,0.1242,0.3346,0.1011,0.720508299589649,0.1415,BANK_DRIFT,0.2218,LEGIT
T503429,2026-08-08 01:26:41,U100174,257.3,UPI,IDFC First Bank,NOT_CARD,Hyderabad,mobile,334,2090,343,0,299.25,-0.1402,134.7,0,0.0613,0.3527,0.2223,0.3127,0.1417,NORMAL,0.1877,LEGIT
T530539,2026-08-08 01:27:32,U100475,2958.87,Card,Kotak Mahindra Bank,Mastercard,Hyderabad,mobile,1442,2354,421,0,1570.13,0.8845,181.4,0,0.2313,0.2061,0.1362,0.1093,0.6288,NORMAL,0.1534,LEGIT
T529029,2026-08-08 01:29:31,U100085,378.48,Card,State Bank of India,Visa,Hyderabad,tablet,1430,2101,366,1,426.71,-0.113,74.7,0,0.2865,0.3441,0.3042,0.0903,0.2388,NORMAL,0.0867,LEGIT
T511373,2026-08-08 01:30:39,U101303,127.99,Card,HDFC Bank,Visa,Bengaluru,mobile,171,2687,446,1,159.65,-0.1983,160.0,0,0.1005,0.1739,0.1614,0.3942,0.2391,NORMAL,0.0813,LEGIT
T518591,2026-08-08 01:32:30,U101072,550.81,UPI,HDFC Bank,NOT_CARD,Chennai,mobile,359,2269,382,0,426.12,0.2926,100.5,0,0.3733,0.2608,0.1579,0.1783,0.1512,NORMAL,0.1475,LEGIT
T526403,2026-08-08 01:32:49,U100013,1824.9,Wallet,HDFC Bank,NOT_CARD,Jaipur,mobile,159,2283,377,0,2764.31,-0.3398,122.1,0,0.1347,0.1168,0.1743,0.2043,0.4495,NORMAL,0.0407,LEGIT
T538844,2026-08-08 01:36:43,U100262,809.88,UPI,Kotak Mahindra Bank,NOT_CARD,Chennai,desktop,969,900,153,1,808.92,0.0012,117.4,0,0.1355,0.0739,0.3529,0.2051,0.1973,NORMAL,0.1292,LEGIT
T546473,2026-08-08 01:37:34,U101292,309.98,Wallet,IDFC First Bank,NOT_CARD,Delhi,mobile,155,1331,231,0,378.77,-0.1816,125.6,0,0.0871,0.2174,0.0808,0.2087,0.3931,NORMAL,0.0281,FRAUD
T526308,2026-08-08 01:38:01,U100106,94.42,Wallet,HDFC Bank,NOT_CARD,Mumbai,mobile,498,1842,390,0,90.24,0.0463,256.7,0,0.928548608735972,0.005014780102023175,0.9765415272346454,0.3617,0.2697,SIGNAL_CONFLICT,0.122,LEGIT
T530725,2026-08-08 01:38:21,U101162,3163.59,Netbanking,IDFC First Bank,NOT_CARD,Jaipur,desktop,718,2544,417,0,3606.67,-0.1229,146.4,0,0.1588,0.5176,,0.0802,0.1536,MISSING_SIGNAL,0.1586,LEGIT
T517870,2026-08-08 01:38:59,U100558,1983.1,UPI,Punjab National Bank,NOT_CARD,Jaipur,mobile,253,2378,401,1,1011.25,0.961,313.3360285490557,0,0.1431,0.2428,0.2159,0.866425533113909,0.7779,BANK_DRIFT,0.233,LEGIT
T527769,2026-08-08 01:39:52,U100876,2671.15,UPI,Kotak Mahindra Bank,NOT_CARD,Hyderabad,mobile,1051,1619,274,0,2198.72,0.2149,1121.6032366069953,0,0.2022,0.2332,0.0792,0.2935,0.3904,LATENCY_ANOMALY,0.0544,LEGIT
T509411,2026-08-08 01:39:59,U100018,198.76,Card,Bank of Baroda,Mastercard,Lucknow,mobile,1156,2519,395,0,295.23,-0.3268,113.0,0,0.0097,0.1923,0.1332,0.106,0.1968,NORMAL,0.0374,LEGIT
T515829,2026-08-08 01:40:54,U101022,1475.71,UPI,HDFC Bank,NOT_CARD,Hyderabad,mobile,36,2605,441,0,840.16,0.7565,150.4,0,0.0511,0.3398,0.3703,0.1523,0.574,NORMAL,0.1263,LEGIT
T547856,2026-08-08 01:41:10,U100088,1251.11,Card,Yes Bank,Mastercard,Hyderabad,mobile,1251,2303,379,2,2125.85,-0.4115,107.8,0,0.0924,0.1628,0.2698,0.1239,0.2983,NORMAL,0.2014,LEGIT
T537714,2026-08-08 01:41:10,U101425,108.51,UPI,State Bank of India,NOT_CARD,Chennai,desktop,30,2444,396,0,175.99,-0.3834,1178.8343813652896,1,0.2243,0.1522,0.1962,0.1494,0.4092,LATENCY_ANOMALY,0.1571,LEGIT
T509904,2026-08-08 01:41:33,U100376,1458.69,Wallet,State Bank of India,NOT_CARD,Delhi,mobile,230,2210,392,0,2026.56,-0.2802,167.4,0,0.1238,0.0078,0.0441,0.2333,0.1845,NORMAL,0.1229,LEGIT
T509386,2026-08-08 01:41:56,U101458,497.33,Card,HDFC Bank,Visa,Mumbai,mobile,921,792,141,0,358.44,0.3875,166.8,0,0.1723,0.0939,0.0215,0.3103,0.229,NORMAL,0.0179,LEGIT
T518162,2026-08-08 01:42:41,U101138,280.35,UPI,Kotak Mahindra Bank,NOT_CARD,Kolkata,mobile,95,2231,377,1,265.7,0.0551,745.4204682633705,0,0.4448,0.2138,0.1159,0.1067,0.1558,LATENCY_ANOMALY,0.1584,LEGIT
T511376,2026-08-08 01:42:54,U101130,1001.45,UPI,Kotak Mahindra Bank,NOT_CARD,Mumbai,mobile,1309,1221,193,0,705.18,0.4201,115.4,0,0.326,0.2855,0.0847,0.1556,0.2874,NORMAL,0.0755,LEGIT
T512935,2026-08-08 01:43:21,U100550,1813.67,UPI,State Bank of India,NOT_CARD,Bengaluru,mobile,590,2409,424,0,1589.15,0.1413,68.6,0,0.1159,0.1333,0.2363,0.2699,0.1405,NORMAL,0.1443,LEGIT
T509377,2026-08-08 01:45:15,U100920,374.79,UPI,Kotak Mahindra Bank,NOT_CARD,Ahmedabad,mobile,491,2618,414,0,560.98,-0.3319,181.3,0,0.0473,0.3248,0.3089,0.234,0.3404,NORMAL,0.0238,LEGIT
T542954,2026-08-08 01:46:09,U101389,956.4,Card,Kotak Mahindra Bank,Visa,Bengaluru,mobile,1098,2727,457,0,642.25,0.4891,139.4,0,0.252,0.2373,0.139,0.2944,0.2181,NORMAL,0.1766,LEGIT
T509654,2026-08-08 01:46:22,U101190,96.46,UPI,Yes Bank,NOT_CARD,Lucknow,mobile,252,1247,196,0,92.23,0.0458,172.4,0,0.0584,0.5747,0.2445,0.2263,0.1521,NORMAL,0.1343,LEGIT
T528124,2026-08-08 01:48:06,U100316,380.39,UPI,Axis Bank,NOT_CARD,Bengaluru,mobile,1397,2346,379,0,305.27,0.2461,74.8,0,0.9965229005228073,0.03568302973510451,0.9771603702741896,0.0395,0.1784,SIGNAL_CONFLICT,0.1897,LEGIT
T513621,2026-08-08 01:49:27,U100025,354.03,Wallet,IDFC First Bank,NOT_CARD,Pune,mobile,1453,1931,335,0,380.52,-0.0696,48.1,0,0.1775,0.2078,0.0573,0.0474,0.3218,NORMAL,0.0107,LEGIT
T500916,2026-08-08 01:51:59,U100036,1260.58,UPI,Axis Bank,NOT_CARD,Jaipur,mobile,557,2575,415,0,896.77,0.4057,183.4,0,0.6183,0.2156,0.2533,0.0201,0.3131,NORMAL,0.1853,LEGIT
T527916,2026-08-08 01:53:12,U100680,802.39,Card,HDFC Bank,RuPay,Lucknow,mobile,525,2170,379,0,401.66,0.9977,98.6,0,0.3575,0.4384,0.1958,0.38,0.6716,NORMAL,0.1419,LEGIT
T500336,2026-08-08 01:53:34,U100221,1874.67,UPI,Yes Bank,NOT_CARD,Hyderabad,tablet,980,1367,241,0,1112.16,0.6856,153.3,0,0.2625,0.0581,0.1849,0.2105,0.3085,NORMAL,0.1216,LEGIT
T514472,2026-08-08 01:54:21,U100799,110.7,Netbanking,ICICI Bank,NOT_CARD,Jaipur,tablet,816,1327,192,2,105.61,0.0482,84.6,0,0.0738,0.3215,0.164,0.0734,0.089,NORMAL,0.0816,LEGIT
T539620,2026-08-08 01:55:17,U100476,2093.24,UPI,Yes Bank,NOT_CARD,Delhi,desktop,1472,2541,405,0,1038.72,1.0152,195.5,0,0.21,0.2118,0.3441,0.3764,0.5678,NORMAL,0.214,LEGIT
T530931,2026-08-08 01:55:25,U101416,793.74,UPI,State Bank of India,NOT_CARD,Delhi,mobile,1168,1905,321,1,524.67,0.5128,216.6,0,0.0128,0.1131,0.2307,0.2738,0.2509,NORMAL,0.1477,LEGIT
T523933,2026-08-08 01:55:34,U101008,1217.78,Netbanking,IDFC First Bank,NOT_CARD,Ahmedabad,mobile,838,2200,367,0,1157.51,0.0521,107.3,0,0.4215,0.0794,0.113,0.3043,0.0788,NORMAL,0.0383,LEGIT
T520355,2026-08-08 01:55:41,U101259,1099.99,Wallet,IDFC First Bank,NOT_CARD,Bengaluru,mobile,135,2260,408,0,676.24,0.6266,131.5,0,0.8951883077055593,0.08081939240603367,0.9602949447514054,0.1915,0.3042,SIGNAL_CONFLICT,0.2843,LEGIT
T516894,2026-08-08 01:56:02,U101243,221.35,Card,State Bank of India,Visa,Pune,desktop,899,1469,241,1,191.9,0.1535,198.2,0,0.2622,0.2282,0.0971,0.4238,0.2428,NORMAL,0.1293,LEGIT
T512060,2026-08-08 01:57:55,U100614,1266.81,UPI,Axis Bank,NOT_CARD,Jaipur,mobile,1165,2058,349,0,1036.85,0.2218,82.5,1,0.363,0.0413,0.2296,0.0613,0.3005,NORMAL,0.1506,LEGIT
T521127,2026-08-08 01:58:41,U101009,372.76,Card,IndusInd Bank,Mastercard,Mumbai,mobile,420,1561,260,0,179.92,1.0718,119.8,0,0.0622,0.3893,0.1976,0.2464,0.4808,NORMAL,0.1141,LEGIT
T536880,2026-08-08 01:59:25,U100408,375.17,UPI,Bank of Baroda,NOT_CARD,Jaipur,mobile,1377,2803,463,0,318.9,0.1764,1474.9598097989324,0,0.3885,0.1012,0.2297,0.3896,0.1613,LATENCY_ANOMALY,0.1499,LEGIT
T503776,2026-08-08 01:59:41,U100625,224.3,UPI,Kotak Mahindra Bank,NOT_CARD,Kolkata,mobile,978,698,150,1,259.63,-0.1361,89.6,0,0.5103,0.1621,0.2806,0.1588,0.3178,NORMAL,0.1174,LEGIT
